11/10/2021 15:51:47;STP4.0-3AV-40 751;Sunny Tripower 4.0;3012642751;988,000;697,000;4,764;4,772;207,660;146,240;528,000;536,000;525,000;2,356;2,356;2,349;225,110;229,000;224,980;1685,000;1589,000;94,303;4,723;131,939;50,000;192,219;180,793;0,000;Ok;Geschlossen;0,000
11/10/2021 15:52:11;STP4.0-3AV-40 751;Sunny Tripower 4.0;3012642751;984,000;597,000;4,256;4,274;231,340;140,010;458,000;466,000;458,000;2,058;2,057;2,051;224,470;229,380;225,320;1581,000;1382,000;87,413;4,734;131,950;49,990;192,225;180,800;0,000;Ok;Geschlossen;0,000
