01/10/2021;65,009;10,734
02/10/2021;68,688;3,679
03/10/2021;71,069;2,381
04/10/2021;79,755;8,686
05/10/2021;87,400;7,645
06/10/2021;90,196;2,796
07/10/2021;97,726;7,530
08/10/2021;107,699;9,973
09/10/2021;118,432;10,733
10/10/2021;127,216;8,784
11/10/2021;133,421;6,205
12/10/2021;138,926;5,505
13/10/2021;145,229;6,303
14/10/2021;146,513;1,284
15/10/2021;151,536;5,023
16/10/2021;156,279;4,743
17/10/2021;161,078;4,799
18/10/2021;167,786;6,708
19/10/2021;169,119;1,333
20/10/2021;171,789;2,670
21/10/2021;174,539;2,750
22/10/2021;177,351;2,812
23/10/2021;183,809;6,458
24/10/2021;190,393;6,584
